# BUSCO version is: 5.2.0 
# The lineage dataset is: diptera_odb10 (Creation date: 2020-08-05, number of genomes: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
11437at7147	Complete	NT_033777.3	13430189	13434271	-	783.8	408	https://www.orthodb.org/v10?query=11437at7147	FERM domain
11476at7147	Complete	NC_004354.4	6674505	6676955	+	1332.8	683	https://www.orthodb.org/v10?query=11476at7147	DNA helicase
11487at7147	Complete	NT_033779.5	19390671	19393624	-	1091.2	592	https://www.orthodb.org/v10?query=11487at7147	Acyl-CoA oxidase
11495at7147	Complete	NT_033778.4	21012045	21015576	+	933.2	623	https://www.orthodb.org/v10?query=11495at7147	U2 snRNP-associated SURP motif-containing protein
11593at7147	Complete	NT_033777.3	24314974	24318255	-	486.5	738	https://www.orthodb.org/v10?query=11593at7147	zinc finger CCCH domain-containing protein 14
11599at7147	Complete	NC_004354.4	11334791	11338793	-	1305.1	709	https://www.orthodb.org/v10?query=11599at7147	kinesin-associated protein 3
11623at7147	Complete	NT_037436.4	20367315	20369921	+	587.9	536	https://www.orthodb.org/v10?query=11623at7147	protein inturned
11673at7147	Complete	NT_033777.3	6468672	6470840	+	1127.2	621	https://www.orthodb.org/v10?query=11673at7147	neurochondrin homolog
11681at7147	Complete	NT_033778.4	12671556	12679401	-	956.2	518	https://www.orthodb.org/v10?query=11681at7147	Ankyrin repeat-containing domain
11713at7147	Complete	NT_033778.4	22293923	22296848	+	683.9	597	https://www.orthodb.org/v10?query=11713at7147	Leucine-rich repeat
11757at7147	Complete	NT_037436.4	19746687	19749483	-	916.0	474	https://www.orthodb.org/v10?query=11757at7147	mucolipin-3
11767at7147	Complete	NC_004354.4	1350880	1353487	-	1124.8	579	https://www.orthodb.org/v10?query=11767at7147	solute carrier family 12 member 8
11794at7147	Complete	NT_033779.5	4388724	4392682	+	1487.6	704	https://www.orthodb.org/v10?query=11794at7147	alpha,alpha-trehalose-phosphate synthase 
11809at7147	Complete	NT_037436.4	12278662	12281029	+	959.0	530	https://www.orthodb.org/v10?query=11809at7147	72 kDa inositol polyphosphate 5-phosphatase
11832at7147	Complete	NT_037436.4	10876572	10878944	-	1082.5	590	https://www.orthodb.org/v10?query=11832at7147	ATP-dependent RNA helicase DDX42
11854at7147	Complete	NT_033777.3	5640431	5647269	-	962.8	530	https://www.orthodb.org/v10?query=11854at7147	Zinc finger C2H2-type
11870at7147	Complete	NT_033777.3	12215836	12219603	-	748.8	648	https://www.orthodb.org/v10?query=11870at7147	conserved oligomeric Golgi complex subunit 1
11891at7147	Complete	NC_004354.4	9083053	9085697	+	673.4	543	https://www.orthodb.org/v10?query=11891at7147	Anaphase-promoting complex subunit 4
11909at7147	Complete	NT_033779.5	9926612	9929939	+	736.2	394	https://www.orthodb.org/v10?query=11909at7147	Serine/threonine-protein kinase MAK
11914at7147	Complete	NT_033777.3	30000582	30003518	+	1261.3	603	https://www.orthodb.org/v10?query=11914at7147	Disintegrin domain
11923at7147	Complete	NT_033777.3	18271382	18274352	-	1079.9	696	https://www.orthodb.org/v10?query=11923at7147	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
11951at7147	Complete	NT_037436.4	19794909	19798735	+	820.4	655	https://www.orthodb.org/v10?query=11951at7147	Sterol regulatory element-binding protein 1
11987at7147	Complete	NC_004354.4	15334989	15340011	+	1388.6	838	https://www.orthodb.org/v10?query=11987at7147	Histone deacetylase
12017at7147	Complete	NT_033778.4	7387527	7390803	+	1298.3	599	https://www.orthodb.org/v10?query=12017at7147	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
12063at7147	Complete	NT_033778.4	15857881	15860701	-	1352.2	642	https://www.orthodb.org/v10?query=12063at7147	Glycerol-3-phosphate dehydrogenase
12067at7147	Complete	NT_037436.4	9362930	9366788	-	692.7	351	https://www.orthodb.org/v10?query=12067at7147	Kinesin motor domain
12095at7147	Complete	NT_033777.3	10788664	10791037	+	1306.8	650	https://www.orthodb.org/v10?query=12095at7147	DNA helicase
12102at7147	Complete	NT_033777.3	8001921	8004863	+	1025.6	661	https://www.orthodb.org/v10?query=12102at7147	transmembrane protein 245 isoform X1
12185at7147	Complete	NT_037436.4	14071967	14075941	+	1202.3	820	https://www.orthodb.org/v10?query=12185at7147	Peroxisome biogenesis factor 1
12192at7147	Complete	NT_033779.5	1129819	1131949	+	1183.9	602	https://www.orthodb.org/v10?query=12192at7147	Rab-GTPase-TBC domain
12214at7147	Complete	NT_033777.3	23187446	23218906	-	377.8	333	https://www.orthodb.org/v10?query=12214at7147	Segmentation protein cap'n'collar
12250at7147	Complete	NT_033779.5	10485853	10488022	-	916.1	547	https://www.orthodb.org/v10?query=12250at7147	conserved oligomeric Golgi complex subunit 4
12257at7147	Complete	NC_004354.4	15997123	15999634	+	967.4	657	https://www.orthodb.org/v10?query=12257at7147	Putative rRNA methyltransferase
12291at7147	Complete	NC_004354.4	8096645	8099523	-	692.5	465	https://www.orthodb.org/v10?query=12291at7147	SH3 domain
12320at7147	Complete	NT_033777.3	7662596	7693696	+	1073.6	695	https://www.orthodb.org/v10?query=12320at7147	Carboxylesterase, type B
12361at7147	Complete	NT_033779.5	7220535	7222817	-	1306.4	637	https://www.orthodb.org/v10?query=12361at7147	Elongation factor G, mitochondrial
12368at7147	Complete	NT_037436.4	13925935	13928907	-	622.8	542	https://www.orthodb.org/v10?query=12368at7147	G patch domain-containing protein 1 homolog
12403at7147	Complete	NT_037436.4	8425308	8430332	+	988.5	534	https://www.orthodb.org/v10?query=12403at7147	Zinc finger, RING-type
12426at7147	Complete	NT_037436.4	17449406	17453371	+	719.6	687	https://www.orthodb.org/v10?query=12426at7147	Zinc finger C2H2 superfamily
12434at7147	Complete	NC_004354.4	471836	476291	-	577.9	665	https://www.orthodb.org/v10?query=12434at7147	exportin-6
12448at7147	Complete	NT_033777.3	31138371	31171308	+	764.5	426	https://www.orthodb.org/v10?query=12448at7147	guanylate cyclase soluble subunit beta-1
12484at7147	Complete	NT_033777.3	13695542	13699424	-	627.9	479	https://www.orthodb.org/v10?query=12484at7147	Leucine-rich repeat
12498at7147	Complete	NT_033778.4	19211849	19226135	+	1339.5	705	https://www.orthodb.org/v10?query=12498at7147	Mitogen-activated protein kinase kinase kinase kinase
12524at7147	Complete	NT_033778.4	23958289	23961326	+	1012.9	649	https://www.orthodb.org/v10?query=12524at7147	alpha-catulin
12548at7147	Complete	NT_033777.3	5738320	5742127	-	1407.8	898	https://www.orthodb.org/v10?query=12548at7147	symplekin
12554at7147	Complete	NC_004354.4	784904	787828	+	986.1	536	https://www.orthodb.org/v10?query=12554at7147	protein O-mannosyl-transferase 2
12665at7147	Complete	NT_037436.4	321946	324594	-	917.7	557	https://www.orthodb.org/v10?query=12665at7147	ATP-dependent RNA helicase DDX54
12684at7147	Complete	NT_033777.3	11781822	11786367	-	1109.9	834	https://www.orthodb.org/v10?query=12684at7147	Pleckstrin homology domain
12697at7147	Complete	NC_004354.4	2340885	2343427	+	955.8	547	https://www.orthodb.org/v10?query=12697at7147	raf homolog serine/threonine-protein kinase phl
12708at7147	Missing
12741at7147	Complete	NT_033778.4	10637641	10640584	+	937.2	496	https://www.orthodb.org/v10?query=12741at7147	5'-Nucleotidase, C-terminal
12806at7147	Complete	NT_033778.4	6657511	6659976	+	386.8	421	https://www.orthodb.org/v10?query=12806at7147	uncharacterized protein LOC111080751
12808at7147	Complete	NT_033777.3	29869707	29874562	+	912.1	502	https://www.orthodb.org/v10?query=12808at7147	WD40-repeat-containing domain
12809at7147	Complete	NC_004354.4	1665122	1668366	+	1134.6	801	https://www.orthodb.org/v10?query=12809at7147	vacuolar protein sorting-associated protein 18 homolog
12831at7147	Complete	NT_033777.3	7071724	7074324	-	928.4	629	https://www.orthodb.org/v10?query=12831at7147	E3 UFM1-protein ligase 1 homolog
12835at7147	Complete	NT_033778.4	16566935	16569799	+	710.7	367	https://www.orthodb.org/v10?query=12835at7147	serine/threonine-protein kinase SAPK4 isoform X1
12843at7147	Complete	NT_037436.4	19919368	19922987	-	756.5	485	https://www.orthodb.org/v10?query=12843at7147	polycomb protein Su(z)12 isoform X1
12852at7147	Complete	NT_037436.4	1518673	1522915	+	1261.8	667	https://www.orthodb.org/v10?query=12852at7147	Aminopeptidase
12913at7147	Complete	NT_037436.4	9860707	9863815	-	1372.2	729	https://www.orthodb.org/v10?query=12913at7147	85 kDa calcium-independent phospholipase A2
12916at7147	Complete	NT_033777.3	8732216	8735612	+	1027.8	685	https://www.orthodb.org/v10?query=12916at7147	UPF0505 protein CG8202
12922at7147	Complete	NT_033777.3	30446228	30458823	-	1135.2	604	https://www.orthodb.org/v10?query=12922at7147	EF-hand domain
12935at7147	Complete	NT_033778.4	8915100	8917673	+	829.0	529	https://www.orthodb.org/v10?query=12935at7147	protein lines
12938at7147	Complete	NT_037436.4	9624424	9627248	+	929.3	625	https://www.orthodb.org/v10?query=12938at7147	probable RNA-binding protein 19
12959at7147	Complete	NT_033778.4	23076797	23079020	-	832.9	527	https://www.orthodb.org/v10?query=12959at7147	Protein arginine N-methyltransferase
12961at7147	Complete	NC_004354.4	196280	198757	+	1190.5	578	https://www.orthodb.org/v10?query=12961at7147	Zona pellucida domain
13072at7147	Complete	NT_037436.4	8411951	8415814	+	1054.8	611	https://www.orthodb.org/v10?query=13072at7147	Exocyst complex component 7
13150at7147	Complete	NT_037436.4	1296025	1298306	+	631.1	407	https://www.orthodb.org/v10?query=13150at7147	VPS9 domain
13201at7147	Complete	NC_004354.4	15841844	15843725	-	888.2	482	https://www.orthodb.org/v10?query=13201at7147	Arginyl tRNA synthetase N-terminal domain
13206at7147	Complete	NT_033777.3	24337836	24340063	+	1088.1	576	https://www.orthodb.org/v10?query=13206at7147	acyl-CoA synthetase short-chain family member 3, mitochondrial
13221at7147	Complete	NT_033779.5	21921	25150	-	1002.6	619	https://www.orthodb.org/v10?query=13221at7147	Ionotropic glutamate receptor
13267at7147	Complete	NT_033778.4	17520437	17532184	-	736.1	720	https://www.orthodb.org/v10?query=13267at7147	patronin isoform X1
13275at7147	Complete	NT_037436.4	6246640	6253569	-	961.1	510	https://www.orthodb.org/v10?query=13275at7147	Bestrophin
13288at7147	Complete	NT_033778.4	21218874	21223283	-	757.7	528	https://www.orthodb.org/v10?query=13288at7147	Ankyrin repeat-containing domain
13358at7147	Complete	NT_033779.5	10295922	10297915	-	744.1	414	https://www.orthodb.org/v10?query=13358at7147	CAP Gly-rich domain
13368at7147	Complete	NC_004354.4	18390797	18408894	-	913.3	461	https://www.orthodb.org/v10?query=13368at7147	cytosolic purine 5'-nucleotidase isoform X1
13374at7147	Complete	NC_004354.4	2255742	2258473	-	775.6	506	https://www.orthodb.org/v10?query=13374at7147	protein unc-93 homolog A
13402at7147	Complete	NT_033779.5	6449854	6455596	-	843.9	518	https://www.orthodb.org/v10?query=13402at7147	CRAL-TRIO lipid binding domain
13413at7147	Fragmented	NT_033777.3	12990316	12990764	+	258.4	125	https://www.orthodb.org/v10?query=13413at7147	mucin-5AC
13415at7147	Complete	NT_037436.4	547778	574197	+	800.7	535	https://www.orthodb.org/v10?query=13415at7147	Protein kinase domain
13429at7147	Complete	NT_033779.5	11984509	11987384	-	846.1	578	https://www.orthodb.org/v10?query=13429at7147	U4/U6.U5 tri-snRNP-associated protein 1
13442at7147	Complete	NT_033777.3	26230704	26233097	+	744.5	549	https://www.orthodb.org/v10?query=13442at7147	G protein-coupled receptor, rhodopsin-like
13446at7147	Complete	NT_033779.5	20676304	20678743	+	1051.7	603	https://www.orthodb.org/v10?query=13446at7147	serine/threonine-protein kinase TBK1
13486at7147	Complete	NT_037436.4	15988582	15990853	+	1018.3	507	https://www.orthodb.org/v10?query=13486at7147	Palmitoyltransferase
13499at7147	Complete	NT_033777.3	8824554	8827084	+	887.3	509	https://www.orthodb.org/v10?query=13499at7147	UPF0668 protein C10orf76 homolog
13510at7147	Complete	NT_033778.4	24127821	24130398	-	460.0	365	https://www.orthodb.org/v10?query=13510at7147	Zinc finger, RanBP2-type
13511at7147	Complete	NT_033779.5	20832860	20835606	-	1196.8	654	https://www.orthodb.org/v10?query=13511at7147	WD40-repeat-containing domain
13548at7147	Complete	NT_033779.5	10211421	10213693	+	793.5	525	https://www.orthodb.org/v10?query=13548at7147	putative ATP-dependent RNA helicase DHX33
13606at7147	Complete	NT_033778.4	12323319	12325899	-	1261.4	689	https://www.orthodb.org/v10?query=13606at7147	protein HID1
13637at7147	Complete	NT_033779.5	21578410	21589354	-	756.9	566	https://www.orthodb.org/v10?query=13637at7147	No mechanoreceptor potential B
13645at7147	Complete	NC_004354.4	15605168	15625723	-	969.5	732	https://www.orthodb.org/v10?query=13645at7147	dorsal-ventral patterning protein Sog
13662at7147	Complete	NC_004354.4	9055049	9058065	-	399.1	515	https://www.orthodb.org/v10?query=13662at7147	LOW QUALITY PROTEIN: leucine zipper putative tumor suppressor 1
13664at7147	Complete	NT_033778.4	23890959	23893115	+	1105.5	582	https://www.orthodb.org/v10?query=13664at7147	DNA ligase
13678at7147	Complete	NC_004354.4	14875794	14896108	-	1375.2	849	https://www.orthodb.org/v10?query=13678at7147	glucose dehydrogenase 
13719at7147	Complete	NT_033778.4	17739978	17743441	+	1269.6	778	https://www.orthodb.org/v10?query=13719at7147	syndetin
13745at7147	Complete	NT_037436.4	19586539	19588979	+	1080.9	573	https://www.orthodb.org/v10?query=13745at7147	ATP-binding cassette sub-family F member 3
13754at7147	Complete	NT_033778.4	5653706	5655806	+	568.3	426	https://www.orthodb.org/v10?query=13754at7147	Ezrin-binding protein pace-1
13769at7147	Complete	NC_004354.4	18806991	18810937	+	965.2	727	https://www.orthodb.org/v10?query=13769at7147	BTB/POZ domain
13772at7147	Complete	NT_033777.3	11651007	11655183	+	1069.8	809	https://www.orthodb.org/v10?query=13772at7147	Elongator complex protein 1
13828at7147	Complete	NC_004354.4	1993222	2002536	+	642.7	343	https://www.orthodb.org/v10?query=13828at7147	Nuclear hormone receptor
13837at7147	Complete	NT_037436.4	16714211	16723337	+	780.6	970	https://www.orthodb.org/v10?query=13837at7147	protein disabled isoform X1
13844at7147	Complete	NT_033777.3	23761043	23762934	-	1104.2	520	https://www.orthodb.org/v10?query=13844at7147	uncharacterized protein LOC108371808
13871at7147	Complete	NT_033777.3	29749790	29752953	+	1358.3	700	https://www.orthodb.org/v10?query=13871at7147	N-terminal kinase-like protein
13877at7147	Complete	NT_037436.4	22263536	22265841	+	1247.5	632	https://www.orthodb.org/v10?query=13877at7147	ATP-dependent RNA helicase Ddx1
13880at7147	Complete	NT_033779.5	1600633	1606515	+	1462.1	725	https://www.orthodb.org/v10?query=13880at7147	Leucine-rich repeat
13885at7147	Complete	NC_004354.4	7912893	7917319	+	1253.8	772	https://www.orthodb.org/v10?query=13885at7147	sorting nexin-25
13888at7147	Complete	NC_004354.4	8555555	8558697	-	1159.3	713	https://www.orthodb.org/v10?query=13888at7147	integrator complex subunit 4
13892at7147	Complete	NT_037436.4	8972335	8974345	-	1204.3	557	https://www.orthodb.org/v10?query=13892at7147	ATP-binding cassette sub-family E member 1
13896at7147	Complete	NT_033778.4	10036946	10039848	-	787.3	451	https://www.orthodb.org/v10?query=13896at7147	lysophospholipid acyltransferase 1
13921at7147	Complete	NT_033777.3	27948982	27951821	+	1265.0	656	https://www.orthodb.org/v10?query=13921at7147	Histidine kinase/HSP90-like ATPase
13925at7147	Complete	NT_037436.4	8891842	8894171	+	1251.3	626	https://www.orthodb.org/v10?query=13925at7147	DNA replication licensing factor MCM7
13926at7147	Complete	NT_037436.4	12844663	12849739	-	643.8	453	https://www.orthodb.org/v10?query=13926at7147	ecto-NOX disulfide-thiol exchanger 2 isoform X1
13930at7147	Complete	NT_033778.4	16143235	16145755	+	1086.6	628	https://www.orthodb.org/v10?query=13930at7147	cysteine--tRNA ligase, cytoplasmic
13936at7147	Complete	NT_033778.4	22186260	22189271	+	1385.8	703	https://www.orthodb.org/v10?query=13936at7147	Vacuolar protein sorting-associated protein 35
13948at7147	Complete	NT_033779.5	6658591	6661695	+	1177.1	772	https://www.orthodb.org/v10?query=13948at7147	ubiquitin conjugation factor E4 A
13960at7147	Complete	NT_037436.4	1863035	1865044	-	1003.8	550	https://www.orthodb.org/v10?query=13960at7147	HBS1-like protein
13964at7147	Complete	NC_004354.4	6684785	6686909	+	740.4	435	https://www.orthodb.org/v10?query=13964at7147	Protein kinase domain
13969at7147	Complete	NT_033779.5	4955582	4958023	+	787.0	494	https://www.orthodb.org/v10?query=13969at7147	SNF2-related, N-terminal domain
13976at7147	Complete	NT_037436.4	5790547	5793844	-	1383.7	755	https://www.orthodb.org/v10?query=13976at7147	E3 ubiquitin protein ligase
13982at7147	Complete	NC_004354.4	17286693	17291327	-	1082.3	530	https://www.orthodb.org/v10?query=13982at7147	EF-hand domain
13983at7147	Complete	NC_004354.4	18496411	18499435	-	969.1	488	https://www.orthodb.org/v10?query=13983at7147	Polypeptide N-acetylgalactosaminyltransferase
14057at7147	Complete	NC_004354.4	16680362	16683378	-	711.4	451	https://www.orthodb.org/v10?query=14057at7147	Anoctamin
14069at7147	Complete	NT_033779.5	13350869	13354448	-	775.5	453	https://www.orthodb.org/v10?query=14069at7147	Glycosyltransferase family 92
14098at7147	Complete	NC_004354.4	16267483	16274688	-	837.0	550	https://www.orthodb.org/v10?query=14098at7147	Katanin p80 WD40 repeat-containing subunit B1
14119at7147	Complete	NT_033778.4	4817451	4819934	-	810.6	459	https://www.orthodb.org/v10?query=14119at7147	Doublecortin domain
14136at7147	Complete	NT_033777.3	7858914	7885909	-	434.5	418	https://www.orthodb.org/v10?query=14136at7147	uncharacterized protein LOC108382567
14146at7147	Complete	NT_033777.3	25225570	25228146	-	676.6	389	https://www.orthodb.org/v10?query=14146at7147	Cadherin
14162at7147	Complete	NT_033778.4	15763195	15803470	-	1286.9	1564	https://www.orthodb.org/v10?query=14162at7147	Uncharacterized protein, isoform I
14180at7147	Complete	NC_004354.4	7894126	7896633	+	1260.5	718	https://www.orthodb.org/v10?query=14180at7147	general vesicular transport factor p115
14184at7147	Complete	NT_037436.4	6174294	6178640	+	780.2	611	https://www.orthodb.org/v10?query=14184at7147	Zinc finger, RING-type
14196at7147	Complete	NT_033779.5	17461728	17472287	-	1243.9	667	https://www.orthodb.org/v10?query=14196at7147	protein bicaudal D
14219at7147	Complete	NT_033778.4	23528255	23538198	-	588.5	457	https://www.orthodb.org/v10?query=14219at7147	protein brown
14234at7147	Complete	NC_004353.4	197880	204346	-	711.0	485	https://www.orthodb.org/v10?query=14234at7147	Malate dehydrogenase
14254at7147	Complete	NT_037436.4	21976294	21982389	+	1243.9	637	https://www.orthodb.org/v10?query=14254at7147	Delta-1-pyrroline-5-carboxylate synthase
14255at7147	Complete	NC_004354.4	15872191	15875234	+	1247.7	646	https://www.orthodb.org/v10?query=14255at7147	BTB/POZ domain-containing protein 7
14257at7147	Complete	NT_033777.3	16268465	16272238	-	921.3	779	https://www.orthodb.org/v10?query=14257at7147	Nucleolar protein 6
14270at7147	Complete	NT_033777.3	23523077	23524798	-	724.2	432	https://www.orthodb.org/v10?query=14270at7147	Carboxylic ester hydrolase
14276at7147	Complete	NC_004354.4	12898905	12900954	-	936.7	514	https://www.orthodb.org/v10?query=14276at7147	UbiB domain
14309at7147	Complete	NT_037436.4	10870053	10874463	+	1372.1	944	https://www.orthodb.org/v10?query=14309at7147	zinc finger MIZ domain-containing protein 1 isoform X1
14333at7147	Complete	NT_033777.3	31433836	31456462	+	1018.3	493	https://www.orthodb.org/v10?query=14333at7147	G protein-coupled receptor kinase
14334at7147	Complete	NT_033777.3	23754808	23757637	-	991.2	539	https://www.orthodb.org/v10?query=14334at7147	protein sel-1 homolog 1
14340at7147	Complete	NC_004354.4	8404862	8406968	-	658.8	419	https://www.orthodb.org/v10?query=14340at7147	GPI transamidase component PIG-T
14354at7147	Complete	NC_004354.4	9629108	9644366	-	553.5	286	https://www.orthodb.org/v10?query=14354at7147	CRAL-TRIO lipid binding domain
14367at7147	Complete	NT_037436.4	21271719	21279784	-	1240.9	575	https://www.orthodb.org/v10?query=14367at7147	Acetyl-coenzyme A synthetase
14378at7147	Complete	NT_037436.4	3145503	3148044	-	1191.4	689	https://www.orthodb.org/v10?query=14378at7147	Ubiquitin carboxyl-terminal hydrolase
14412at7147	Complete	NC_004354.4	14911881	14921599	-	1647.5	1077	https://www.orthodb.org/v10?query=14412at7147	Glucose-methanol-choline oxidoreductase
14426at7147	Complete	NT_037436.4	20813522	20815798	-	574.7	398	https://www.orthodb.org/v10?query=14426at7147	Guanylate cyclase, putative
14432at7147	Fragmented	NT_033779.5	10433852	10435336	-	662.8	360	https://www.orthodb.org/v10?query=14432at7147	Rab-GTPase-TBC domain
14481at7147	Complete	NT_033777.3	17689820	17716765	-	1933.7	2300	https://www.orthodb.org/v10?query=14481at7147	ARID DNA-binding domain
14482at7147	Complete	NT_033779.5	6034899	6036810	-	1029.4	501	https://www.orthodb.org/v10?query=14482at7147	myotubularin-related protein 2
14488at7147	Complete	NT_033778.4	18822962	18825678	-	1108.0	537	https://www.orthodb.org/v10?query=14488at7147	kelch-like protein 17
14495at7147	Complete	NT_033777.3	29109883	29112496	-	901.6	465	https://www.orthodb.org/v10?query=14495at7147	alpha-1,2-Mannosidase
14506at7147	Complete	NT_033779.5	21253669	21257825	+	787.3	438	https://www.orthodb.org/v10?query=14506at7147	Nuclear hormone receptor
14508at7147	Complete	NT_033777.3	31402056	31404556	-	1235.9	651	https://www.orthodb.org/v10?query=14508at7147	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
14525at7147	Complete	NT_037436.4	14037643	14043067	+	1038.7	631	https://www.orthodb.org/v10?query=14525at7147	heat shock 70 kDa protein 4 isoform X1
14561at7147	Complete	NT_037436.4	12399599	12401819	-	762.1	535	https://www.orthodb.org/v10?query=14561at7147	SET and MYND domain-containing protein 4
14614at7147	Complete	NT_033778.4	23389523	23395155	-	933.0	555	https://www.orthodb.org/v10?query=14614at7147	Myotubularin
14625at7147	Complete	NT_033779.5	2993734	2998244	+	1111.0	665	https://www.orthodb.org/v10?query=14625at7147	UPF0518 protein GG24907 isoform X1
14626at7147	Complete	NT_033777.3	22784762	22792599	+	682.8	653	https://www.orthodb.org/v10?query=14626at7147	Ubiquitin carboxyl-terminal hydrolase 46
14688at7147	Complete	NT_033778.4	8729729	8733875	-	1132.4	645	https://www.orthodb.org/v10?query=14688at7147	protein EFR3 homolog cmp44E isoform X1
14739at7147	Complete	NT_033779.5	14359379	14361274	+	872.9	463	https://www.orthodb.org/v10?query=14739at7147	Polypeptide N-acetylgalactosaminyltransferase
14756at7147	Missing
14774at7147	Complete	NT_033779.5	3467853	3469893	-	908.1	564	https://www.orthodb.org/v10?query=14774at7147	ATP-dependent DNA helicase PIF1
14783at7147	Complete	NC_004354.4	16325933	16328049	+	1040.2	576	https://www.orthodb.org/v10?query=14783at7147	calpain-C
14801at7147	Complete	NT_033778.4	14442256	14465200	+	746.8	533	https://www.orthodb.org/v10?query=14801at7147	Zinc finger C2H2 superfamily
14803at7147	Complete	NT_033777.3	21098331	21101571	-	943.5	741	https://www.orthodb.org/v10?query=14803at7147	BRCA1-associated ATM activator 1
14816at7147	Complete	NT_033777.3	23747143	23750495	+	1070.4	586	https://www.orthodb.org/v10?query=14816at7147	Hydroxymethylglutaryl-CoA reductase, class I/II
14825at7147	Complete	NC_004354.4	11433282	11438893	-	1161.9	629	https://www.orthodb.org/v10?query=14825at7147	ecotropic viral integration site 5 ortholog isoform X1
14838at7147	Complete	NT_033779.5	6491234	6495867	+	671.5	504	https://www.orthodb.org/v10?query=14838at7147	coiled-coil domain-containing protein 102A isoform X1
14844at7147	Complete	NT_033778.4	22883164	22885810	-	1054.3	514	https://www.orthodb.org/v10?query=14844at7147	ATPase, AAA-type, conserved site
14862at7147	Complete	NT_033777.3	13385712	13388600	-	1254.8	750	https://www.orthodb.org/v10?query=14862at7147	WD40-repeat-containing domain
14881at7147	Complete	NT_033779.5	9573772	9576187	-	1218.0	648	https://www.orthodb.org/v10?query=14881at7147	3-hydroxyacyl-CoA dehydrogenase, C-terminal
14886at7147	Complete	NT_037436.4	2788552	2871709	-	1175.9	1135	https://www.orthodb.org/v10?query=14886at7147	LOW QUALITY PROTEIN: DNA N6-methyl adenine demethylase
14899at7147	Complete	NC_004354.4	2247738	2249783	-	1166.8	590	https://www.orthodb.org/v10?query=14899at7147	protein crooked neck
14914at7147	Complete	NT_033779.5	21174876	21177641	-	1116.0	627	https://www.orthodb.org/v10?query=14914at7147	GMP synthase 
14933at7147	Complete	NT_037436.4	11684581	11688456	+	661.3	388	https://www.orthodb.org/v10?query=14933at7147	Major facilitator superfamily associated domain
14952at7147	Complete	NT_033777.3	24038508	24041620	+	699.7	373	https://www.orthodb.org/v10?query=14952at7147	Spastin
14969at7147	Complete	NT_037436.4	15828380	15830488	+	877.2	438	https://www.orthodb.org/v10?query=14969at7147	Kelch-like protein diablo
14996at7147	Complete	NT_033779.5	13192942	13196267	+	1283.7	657	https://www.orthodb.org/v10?query=14996at7147	alpha-1,2-Mannosidase
15010at7147	Complete	NC_004354.4	19262338	19271574	+	1228.5	710	https://www.orthodb.org/v10?query=15010at7147	Dbl homology (DH) domain
15021at7147	Complete	NT_033779.5	1982311	1984389	+	891.5	518	https://www.orthodb.org/v10?query=15021at7147	uncharacterized protein KIAA2013 homolog
15046at7147	Complete	NT_037436.4	1503829	1517005	-	450.7	472	https://www.orthodb.org/v10?query=15046at7147	Protein cueball
15060at7147	Complete	NT_033777.3	15142205	15145376	-	1198.4	583	https://www.orthodb.org/v10?query=15060at7147	Glycogen 
15072at7147	Complete	NT_033778.4	18625342	18627620	+	1273.8	686	https://www.orthodb.org/v10?query=15072at7147	Exocyst complex component 3
15095at7147	Missing
15115at7147	Complete	NT_033777.3	8234265	8236539	+	732.5	497	https://www.orthodb.org/v10?query=15115at7147	DNA polymerase, Y-family, little finger domain
15144at7147	Complete	NT_033778.4	17008457	17015051	-	881.8	623	https://www.orthodb.org/v10?query=15144at7147	Calponin homology domain
15162at7147	Complete	NC_004354.4	19751433	19758753	+	1164.6	583	https://www.orthodb.org/v10?query=15162at7147	ABC transporter type 1, transmembrane domain
15218at7147	Complete	NT_033777.3	30597003	30599277	+	727.2	412	https://www.orthodb.org/v10?query=15218at7147	Cytosolic carboxypeptidase 6
15235at7147	Complete	NT_033779.5	11091566	11094833	+	1025.4	691	https://www.orthodb.org/v10?query=15235at7147	WD40-repeat-containing domain
15236at7147	Complete	NT_033777.3	21219248	21222635	+	1160.8	732	https://www.orthodb.org/v10?query=15236at7147	protein O-GlcNAcase
15247at7147	Complete	NT_033778.4	14741182	14744017	-	1432.8	741	https://www.orthodb.org/v10?query=15247at7147	Major facilitator superfamily associated domain
15248at7147	Complete	NT_033777.3	9984048	9985609	-	831.1	383	https://www.orthodb.org/v10?query=15248at7147	Histone-arginine methyltransferase CARMER
15254at7147	Complete	NC_004354.4	6630937	6650409	+	745.9	592	https://www.orthodb.org/v10?query=15254at7147	GAR domain
15295at7147	Complete	NT_033778.4	6746484	6748650	+	935.7	451	https://www.orthodb.org/v10?query=15295at7147	probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial
15319at7147	Complete	NT_033778.4	14253192	14255922	-	1207.7	573	https://www.orthodb.org/v10?query=15319at7147	heat shock 70 kDa protein cognate 5
15331at7147	Complete	NT_033779.5	8032257	8038197	+	799.7	451	https://www.orthodb.org/v10?query=15331at7147	WD40-repeat-containing domain
